date,channel,campaign,spend,clicks,impressions,sales_cost
2014-10-07,Google,nonbrand,592.65,439,2195,71.12
2014-10-07,Meta,desktop_targeted,36.1,38,228,4.33
2014-10-07,direct,(direct),0.0,70,70,0.0
2014-10-08,Affiliate,(organic/referral),15.9,106,212,0.8
2014-10-08,Bing,brand,15.4,14,56,1.85
2014-10-08,Bing,nonbrand,102.3,93,372,12.28
2014-10-08,Google,brand,90.45,67,335,10.85
2014-10-08,Google,nonbrand,639.9,474,2370,76.79
2014-10-08,Meta,desktop_targeted,34.2,36,216,4.1
2014-10-08,direct,(direct),0.0,87,87,0.0
2014-10-09,Affiliate,(organic/referral),12.9,86,172,0.64
2014-10-09,Bing,brand,20.9,19,76,2.51
2014-10-09,Bing,nonbrand,82.5,75,300,9.9
2014-10-09,Google,brand,103.95,77,385,12.47
2014-10-09,Google,nonbrand,557.55,413,2065,66.91
2014-10-09,Meta,desktop_targeted,43.7,46,276,5.24
2014-10-09,direct,(direct),0.0,88,88,0.0
2014-10-10,Affiliate,(organic/referral),11.55,77,154,0.58
2014-10-10,Bing,brand,13.2,12,48,1.58
2014-10-10,Bing,nonbrand,91.3,83,332,10.96
2014-10-10,Google,brand,76.95,57,285,9.23
2014-10-10,Google,nonbrand,529.2,392,1960,63.5
2014-10-10,Meta,desktop_targeted,31.35,33,198,3.76
2014-10-10,direct,(direct),0.0,71,71,0.0
2014-10-11,Affiliate,(organic/referral),6.9,46,92,0.34
2014-10-11,Bing,brand,8.8,8,32,1.06
2014-10-11,Bing,nonbrand,46.2,42,168,5.54
2014-10-11,Google,brand,35.1,26,130,4.21
2014-10-11,Google,nonbrand,259.2,192,960,31.1
2014-10-11,Meta,desktop_targeted,17.1,18,108,2.05
2014-10-11,direct,(direct),0.0,38,38,0.0
2014-10-12,Affiliate,(organic/referral),7.65,51,102,0.38
2014-10-12,Bing,brand,11.0,10,40,1.32
2014-10-12,Bing,nonbrand,41.8,38,152,5.02
2014-10-12,Google,brand,41.85,31,155,5.02
2014-10-12,Google,nonbrand,252.45,187,935,30.29
2014-10-12,Meta,desktop_targeted,13.3,14,84,1.6
2014-10-12,direct,(direct),0.0,41,41,0.0
2014-10-13,Affiliate,(organic/referral),13.35,89,178,0.67
2014-10-13,Bing,brand,18.7,17,68,2.24
2014-10-13,Bing,nonbrand,99.0,90,360,11.88
2014-10-13,Google,brand,68.85,51,255,8.26
2014-10-13,Google,nonbrand,564.3,418,2090,67.72
2014-10-13,Meta,desktop_targeted,38.0,40,240,4.56
2014-10-13,direct,(direct),0.0,81,81,0.0
2014-10-14,Affiliate,(organic/referral),13.65,91,182,0.68
2014-10-14,Bing,brand,16.5,15,60,1.98
2014-10-14,Bing,nonbrand,85.8,78,312,10.3
2014-10-14,Google,brand,95.85,71,355,11.5
2014-10-14,Google,nonbrand,576.45,427,2135,69.17
2014-10-14,Meta,desktop_targeted,50.35,53,318,6.04
2014-10-14,direct,(direct),0.0,97,97,0.0
2014-10-15,Affiliate,(organic/referral),13.35,89,178,0.67
2014-10-15,Bing,brand,24.2,22,88,2.9
2014-10-15,Bing,nonbrand,102.3,93,372,12.28
2014-10-15,Google,brand,101.25,75,375,12.15
2014-10-15,Google,nonbrand,616.95,457,2285,74.03
2014-10-15,Meta,desktop_targeted,42.75,45,270,5.13
2014-10-15,direct,(direct),0.0,76,76,0.0
2014-10-16,Affiliate,(organic/referral),15.6,104,208,0.78
2014-10-16,Bing,brand,19.8,18,72,2.38
2014-10-16,Bing,nonbrand,104.5,95,380,12.54
2014-10-16,Google,brand,97.2,72,360,11.66
2014-10-16,Google,nonbrand,670.95,497,2485,80.51
2014-10-16,Meta,desktop_targeted,50.35,53,318,6.04
2014-10-16,direct,(direct),0.0,74,74,0.0
2014-10-17,Affiliate,(organic/referral),12.45,83,166,0.62
2014-10-17,Bing,brand,17.6,16,64,2.11
2014-10-17,Bing,nonbrand,84.7,77,308,10.16
2014-10-17,Google,brand,68.85,51,255,8.26
2014-10-17,Google,nonbrand,527.85,391,1955,63.34
2014-10-17,Meta,desktop_targeted,33.25,35,210,3.99
2014-10-17,direct,(direct),0.0,86,86,0.0
2014-10-18,Affiliate,(organic/referral),6.15,41,82,0.31
2014-10-18,Bing,brand,8.8,8,32,1.06
2014-10-18,Bing,nonbrand,47.3,43,172,5.68
2014-10-18,Google,brand,52.65,39,195,6.32
2014-10-18,Google,nonbrand,259.2,192,960,31.1
2014-10-18,Meta,desktop_targeted,14.25,15,90,1.71
2014-10-18,direct,(direct),0.0,31,31,0.0
2014-10-19,Affiliate,(organic/referral),6.0,40,80,0.3
2014-10-19,Bing,brand,7.7,7,28,0.92
2014-10-19,Bing,nonbrand,53.9,49,196,6.47
2014-10-19,Google,brand,47.25,35,175,5.67
2014-10-19,Google,nonbrand,268.65,199,995,32.24
2014-10-19,Meta,desktop_targeted,23.75,25,150,2.85
2014-10-19,direct,(direct),0.0,39,39,0.0
2014-10-20,Affiliate,(organic/referral),13.8,92,184,0.69
2014-10-20,Bing,brand,15.4,14,56,1.85
2014-10-20,Bing,nonbrand,99.0,90,360,11.88
2014-10-20,Google,brand,86.4,64,320,10.37
2014-10-20,Google,nonbrand,594.0,440,2200,71.28
2014-10-20,Meta,desktop_targeted,43.7,46,276,5.24
2014-10-20,direct,(direct),0.0,88,88,0.0
2014-10-21,Affiliate,(organic/referral),11.85,79,158,0.59
2014-10-21,Bing,brand,23.1,21,84,2.77
2014-10-21,Bing,nonbrand,100.1,91,364,12.01
2014-10-21,Google,brand,87.75,65,325,10.53
2014-10-21,Google,nonbrand,567.0,420,2100,68.04
2014-10-21,Meta,desktop_targeted,45.6,48,288,5.47
2014-10-21,direct,(direct),0.0,75,75,0.0
2014-10-22,Affiliate,(organic/referral),12.75,85,170,0.64
2014-10-22,Bing,brand,23.1,21,84,2.77
2014-10-22,Bing,nonbrand,97.9,89,356,11.75
2014-10-22,Google,brand,106.65,79,395,12.8
2014-10-22,Google,nonbrand,665.55,493,2465,79.87
2014-10-22,Meta,desktop_targeted,50.35,53,318,6.04
2014-10-22,direct,(direct),0.0,102,102,0.0
2014-10-23,Affiliate,(organic/referral),15.6,104,208,0.78
2014-10-23,Bing,brand,13.2,12,48,1.58
2014-10-23,Bing,nonbrand,84.7,77,308,10.16
2014-10-23,Google,brand,82.35,61,305,9.88
2014-10-23,Google,nonbrand,600.75,445,2225,72.09
2014-10-23,Meta,desktop_targeted,42.75,45,270,5.13
2014-10-23,direct,(direct),0.0,76,76,0.0
2014-10-24,Affiliate,(organic/referral),12.9,86,172,0.64
2014-10-24,Bing,brand,7.7,7,28,0.92
2014-10-24,Bing,nonbrand,80.3,73,292,9.64
2014-10-24,Google,brand,75.6,56,280,9.07
2014-10-24,Google,nonbrand,517.05,383,1915,62.05
2014-10-24,Meta,desktop_targeted,43.7,46,276,5.24
2014-10-24,direct,(direct),0.0,76,76,0.0
2014-10-25,Affiliate,(organic/referral),6.0,40,80,0.3
2014-10-25,Bing,brand,8.8,8,32,1.06
2014-10-25,Bing,nonbrand,46.2,42,168,5.54
2014-10-25,Google,brand,52.65,39,195,6.32
2014-10-25,Google,nonbrand,267.3,198,990,32.08
2014-10-25,Meta,desktop_targeted,15.2,16,96,1.82
2014-10-25,direct,(direct),0.0,46,46,0.0
2014-10-26,Affiliate,(organic/referral),7.05,47,94,0.35
2014-10-26,Bing,brand,6.6,6,24,0.79
2014-10-26,Bing,nonbrand,42.9,39,156,5.15
2014-10-26,Google,brand,56.7,42,210,6.8
2014-10-26,Google,nonbrand,249.75,185,925,29.97
2014-10-26,Meta,desktop_targeted,19.0,20,120,2.28
2014-10-26,direct,(direct),0.0,27,27,0.0
2014-10-27,Affiliate,(organic/referral),13.2,88,176,0.66
2014-10-27,Bing,brand,18.7,17,68,2.24
2014-10-27,Bing,nonbrand,88.0,80,320,10.56
2014-10-27,Google,brand,82.35,61,305,9.88
2014-10-27,Google,nonbrand,567.0,420,2100,68.04
2014-10-27,Meta,desktop_targeted,55.1,58,348,6.61
2014-10-27,direct,(direct),0.0,60,60,0.0
2014-10-28,Affiliate,(organic/referral),11.1,74,148,0.56
2014-10-28,Bing,brand,17.6,16,64,2.11
2014-10-28,Bing,nonbrand,71.5,65,260,8.58
2014-10-28,Google,brand,91.8,68,340,11.02
2014-10-28,Google,nonbrand,576.45,427,2135,69.17
2014-10-28,Meta,desktop_targeted,44.65,47,282,5.36
2014-10-28,direct,(direct),0.0,80,80,0.0
2014-10-29,Affiliate,(organic/referral),15.6,104,208,0.78
2014-10-29,Bing,brand,15.4,14,56,1.85
2014-10-29,Bing,nonbrand,108.9,99,396,13.07
2014-10-29,Google,brand,86.4,64,320,10.37
2014-10-29,Google,nonbrand,606.15,449,2245,72.74
2014-10-29,Meta,desktop_targeted,59.85,63,378,7.18
2014-10-29,direct,(direct),0.0,109,109,0.0
2014-10-30,Affiliate,(organic/referral),15.15,101,202,0.76
2014-10-30,Bing,brand,23.1,21,84,2.77
2014-10-30,Bing,nonbrand,103.4,94,376,12.41
2014-10-30,Google,brand,83.7,62,310,10.04
2014-10-30,Google,nonbrand,567.0,420,2100,68.04
2014-10-30,Meta,desktop_targeted,43.7,46,276,5.24
2014-10-30,direct,(direct),0.0,85,85,0.0
2014-10-31,Affiliate,(organic/referral),10.35,69,138,0.52
2014-10-31,Bing,brand,17.6,16,64,2.11
2014-10-31,Bing,nonbrand,92.4,84,336,11.09
2014-10-31,Google,brand,67.5,50,250,8.1
2014-10-31,Google,nonbrand,538.65,399,1995,64.64
2014-10-31,Meta,desktop_targeted,40.85,43,258,4.9
2014-10-31,direct,(direct),0.0,63,63,0.0
2014-11-01,Affiliate,(organic/referral),5.55,37,74,0.28
2014-11-01,Bing,brand,9.9,9,36,1.19
2014-11-01,Bing,nonbrand,57.2,52,208,6.86
2014-11-01,Google,brand,36.45,27,135,4.37
2014-11-01,Google,nonbrand,260.55,193,965,31.27
2014-11-01,Meta,desktop_targeted,23.75,25,150,2.85
2014-11-01,direct,(direct),0.0,27,27,0.0
2014-11-02,Affiliate,(organic/referral),4.95,33,66,0.25
2014-11-02,Bing,brand,6.6,6,24,0.79
2014-11-02,Bing,nonbrand,44.0,40,160,5.28
2014-11-02,Google,brand,39.15,29,145,4.7
2014-11-02,Google,nonbrand,274.05,203,1015,32.89
2014-11-02,Meta,desktop_targeted,13.3,14,84,1.6
2014-11-02,direct,(direct),0.0,52,52,0.0
2014-11-03,Affiliate,(organic/referral),13.05,87,174,0.65
2014-11-03,Bing,brand,19.8,18,72,2.38
2014-11-03,Bing,nonbrand,73.7,67,268,8.84
2014-11-03,Google,brand,90.45,67,335,10.85
2014-11-03,Google,nonbrand,542.7,402,2010,65.12
2014-11-03,Meta,desktop_targeted,49.4,52,312,5.93
2014-11-03,direct,(direct),0.0,82,82,0.0
2014-11-04,Affiliate,(organic/referral),13.65,91,182,0.68
2014-11-04,Bing,brand,6.6,6,24,0.79
2014-11-04,Bing,nonbrand,78.1,71,284,9.37
2014-11-04,Google,brand,75.6,56,280,9.07
2014-11-04,Google,nonbrand,541.35,401,2005,64.96
2014-11-04,Meta,desktop_targeted,47.5,50,300,5.7
2014-11-04,direct,(direct),0.0,90,90,0.0
2014-11-05,Affiliate,(organic/referral),15.3,102,204,0.76
2014-11-05,Bing,brand,23.1,21,84,2.77
2014-11-05,Bing,nonbrand,88.0,80,320,10.56
2014-11-05,Google,brand,103.95,77,385,12.47
2014-11-05,Google,nonbrand,584.55,433,2165,70.15
2014-11-05,Meta,desktop_targeted,62.7,66,396,7.52
2014-11-05,direct,(direct),0.0,96,96,0.0
2014-11-06,Affiliate,(organic/referral),15.9,106,212,0.8
2014-11-06,Bing,brand,13.2,12,48,1.58
2014-11-06,Bing,nonbrand,93.5,85,340,11.22
2014-11-06,Google,brand,97.2,72,360,11.66
2014-11-06,Google,nonbrand,575.1,426,2130,69.01
2014-11-06,Meta,desktop_targeted,43.7,46,276,5.24
2014-11-06,direct,(direct),0.0,78,78,0.0
2014-11-07,Affiliate,(organic/referral),15.6,104,208,0.78
2014-11-07,Bing,brand,13.2,12,48,1.58
2014-11-07,Bing,nonbrand,80.3,73,292,9.64
2014-11-07,Google,brand,78.3,58,290,9.4
2014-11-07,Google,nonbrand,554.85,411,2055,66.58
2014-11-07,Meta,desktop_targeted,58.9,62,372,7.07
2014-11-07,direct,(direct),0.0,82,82,0.0
2014-11-08,Affiliate,(organic/referral),7.05,47,94,0.35
2014-11-08,Bing,brand,11.0,10,40,1.32
2014-11-08,Bing,nonbrand,39.6,36,144,4.75
2014-11-08,Google,brand,44.55,33,165,5.35
2014-11-08,Google,nonbrand,255.15,189,945,30.62
2014-11-08,Meta,desktop_targeted,19.95,21,126,2.39
2014-11-08,direct,(direct),0.0,41,41,0.0
2014-11-09,Affiliate,(organic/referral),6.3,42,84,0.32
2014-11-09,Bing,brand,13.2,12,48,1.58
2014-11-09,Bing,nonbrand,68.2,62,248,8.18
2014-11-09,Google,brand,47.25,35,175,5.67
2014-11-09,Google,nonbrand,313.2,232,1160,37.58
2014-11-09,Meta,desktop_targeted,24.7,26,156,2.96
2014-11-09,direct,(direct),0.0,42,42,0.0
2014-11-10,Affiliate,(organic/referral),13.35,89,178,0.67
2014-11-10,Bing,brand,23.1,21,84,2.77
2014-11-10,Bing,nonbrand,110.0,100,400,13.2
2014-11-10,Google,brand,91.8,68,340,11.02
2014-11-10,Google,nonbrand,706.05,523,2615,84.73
2014-11-10,Meta,desktop_targeted,47.5,50,300,5.7
2014-11-10,direct,(direct),0.0,80,80,0.0
2014-11-11,Affiliate,(organic/referral),15.15,101,202,0.76
2014-11-11,Bing,brand,12.1,11,44,1.45
2014-11-11,Bing,nonbrand,101.2,92,368,12.14
2014-11-11,Google,brand,125.55,93,465,15.07
2014-11-11,Google,nonbrand,645.3,478,2390,77.44
2014-11-11,Meta,desktop_targeted,59.85,63,378,7.18
2014-11-11,direct,(direct),0.0,85,85,0.0
2014-11-12,Affiliate,(organic/referral),15.9,106,212,0.8
2014-11-12,Bing,brand,9.9,9,36,1.19
2014-11-12,Bing,nonbrand,130.9,119,476,15.71
2014-11-12,Google,brand,101.25,75,375,12.15
2014-11-12,Google,nonbrand,676.35,501,2505,81.16
2014-11-12,Meta,desktop_targeted,56.05,59,354,6.73
2014-11-12,direct,(direct),0.0,105,105,0.0
2014-11-13,Affiliate,(organic/referral),15.6,104,208,0.78
2014-11-13,Bing,brand,23.1,21,84,2.77
2014-11-13,Bing,nonbrand,119.9,109,436,14.39
2014-11-13,Google,brand,110.7,82,410,13.28
2014-11-13,Google,nonbrand,677.7,502,2510,81.32
2014-11-13,Meta,desktop_targeted,31.35,33,198,3.76
2014-11-13,direct,(direct),0.0,100,100,0.0
2014-11-14,Affiliate,(organic/referral),11.1,74,148,0.56
2014-11-14,Bing,brand,23.1,21,84,2.77
2014-11-14,Bing,nonbrand,110.0,100,400,13.2
2014-11-14,Google,brand,102.6,76,380,12.31
2014-11-14,Google,nonbrand,633.15,469,2345,75.98
2014-11-14,Meta,desktop_targeted,41.8,44,264,5.02
2014-11-14,direct,(direct),0.0,107,107,0.0
2014-11-15,Affiliate,(organic/referral),7.95,53,106,0.4
2014-11-15,Bing,brand,5.5,5,20,0.66
2014-11-15,Bing,nonbrand,51.7,47,188,6.2
2014-11-15,Google,brand,40.5,30,150,4.86
2014-11-15,Google,nonbrand,283.5,210,1050,34.02
2014-11-15,Meta,desktop_targeted,24.7,26,156,2.96
2014-11-15,direct,(direct),0.0,45,45,0.0
2014-11-16,Affiliate,(organic/referral),8.7,58,116,0.44
2014-11-16,Bing,brand,9.9,9,36,1.19
2014-11-16,Bing,nonbrand,53.9,49,196,6.47
2014-11-16,Google,brand,55.35,41,205,6.64
2014-11-16,Google,nonbrand,325.35,241,1205,39.04
2014-11-16,Meta,desktop_targeted,27.55,29,174,3.31
2014-11-16,direct,(direct),0.0,50,50,0.0
2014-11-17,Affiliate,(organic/referral),10.95,73,146,0.55
2014-11-17,Bing,brand,13.2,12,48,1.58
2014-11-17,Bing,nonbrand,110.0,100,400,13.2
2014-11-17,Google,brand,83.7,62,310,10.04
2014-11-17,Google,nonbrand,675.0,500,2500,81.0
2014-11-17,Meta,desktop_targeted,49.4,52,312,5.93
2014-11-17,direct,(direct),0.0,94,94,0.0
2014-11-18,Affiliate,(organic/referral),13.95,93,186,0.7
2014-11-18,Bing,brand,19.8,18,72,2.38
2014-11-18,Bing,nonbrand,117.7,107,428,14.12
2014-11-18,Google,brand,116.1,86,430,13.93
2014-11-18,Google,nonbrand,684.45,507,2535,82.13
2014-11-18,Meta,desktop_targeted,57.0,60,360,6.84
2014-11-18,direct,(direct),0.0,76,76,0.0
2014-11-19,Affiliate,(organic/referral),13.65,91,182,0.68
2014-11-19,Bing,brand,20.9,19,76,2.51
2014-11-19,Bing,nonbrand,134.2,122,488,16.1
2014-11-19,Google,brand,109.35,81,405,13.12
2014-11-19,Google,nonbrand,643.95,477,2385,77.27
2014-11-19,Meta,desktop_targeted,54.15,57,342,6.5
2014-11-19,direct,(direct),0.0,88,88,0.0
2014-11-20,Affiliate,(organic/referral),16.95,113,226,0.85
2014-11-20,Bing,brand,16.5,15,60,1.98
2014-11-20,Bing,nonbrand,125.4,114,456,15.05
2014-11-20,Google,brand,94.5,70,350,11.34
2014-11-20,Google,nonbrand,665.55,493,2465,79.87
2014-11-20,Meta,desktop_targeted,57.0,60,360,6.84
2014-11-20,direct,(direct),0.0,115,115,0.0
2014-11-21,Affiliate,(organic/referral),12.9,86,172,0.64
2014-11-21,Bing,brand,20.9,19,76,2.51
2014-11-21,Bing,nonbrand,117.7,107,428,14.12
2014-11-21,Google,brand,93.15,69,345,11.18
2014-11-21,Google,nonbrand,581.85,431,2155,69.82
2014-11-21,Meta,desktop_targeted,40.85,43,258,4.9
2014-11-21,direct,(direct),0.0,76,76,0.0
2014-11-22,Affiliate,(organic/referral),6.45,43,86,0.32
2014-11-22,Bing,brand,11.0,10,40,1.32
2014-11-22,Bing,nonbrand,61.6,56,224,7.39
2014-11-22,Google,brand,31.05,23,115,3.73
2014-11-22,Google,nonbrand,306.45,227,1135,36.77
2014-11-22,Meta,desktop_targeted,22.8,24,144,2.74
2014-11-22,direct,(direct),0.0,50,50,0.0
2014-11-23,Affiliate,(organic/referral),4.05,27,54,0.2
2014-11-23,Bing,brand,12.1,11,44,1.45
2014-11-23,Bing,nonbrand,35.2,32,128,4.22
2014-11-23,Google,brand,32.4,24,120,3.89
2014-11-23,Google,nonbrand,248.4,184,920,29.81
2014-11-23,Meta,desktop_targeted,20.9,22,132,2.51
2014-11-23,direct,(direct),0.0,44,44,0.0
2014-11-24,Affiliate,(organic/referral),10.05,67,134,0.5
2014-11-24,Bing,brand,11.0,10,40,1.32
2014-11-24,Bing,nonbrand,75.9,69,276,9.11
2014-11-24,Google,brand,105.3,78,390,12.64
2014-11-24,Google,nonbrand,494.1,366,1830,59.29
2014-11-24,Meta,desktop_targeted,40.85,43,258,4.9
2014-11-24,direct,(direct),0.0,59,59,0.0
2014-11-25,Affiliate,(organic/referral),9.75,65,130,0.49
2014-11-25,Bing,brand,18.7,17,68,2.24
2014-11-25,Bing,nonbrand,94.6,86,344,11.35
2014-11-25,Google,brand,81.0,60,300,9.72
2014-11-25,Google,nonbrand,483.3,358,1790,58.0
2014-11-25,Meta,desktop_targeted,28.5,30,180,3.42
2014-11-25,direct,(direct),0.0,60,60,0.0
2014-11-26,Affiliate,(organic/referral),10.05,67,134,0.5
2014-11-26,Bing,brand,14.3,13,52,1.72
2014-11-26,Bing,nonbrand,84.7,77,308,10.16
2014-11-26,Google,brand,74.25,55,275,8.91
2014-11-26,Google,nonbrand,538.65,399,1995,64.64
2014-11-26,Meta,desktop_targeted,44.65,47,282,5.36
2014-11-26,direct,(direct),0.0,57,57,0.0
2014-11-27,Affiliate,(organic/referral),11.55,77,154,0.58
2014-11-27,Bing,brand,16.5,15,60,1.98
2014-11-27,Bing,nonbrand,95.7,87,348,11.48
2014-11-27,Google,brand,98.55,73,365,11.83
2014-11-27,Google,nonbrand,527.85,391,1955,63.34
2014-11-27,Meta,desktop_targeted,32.3,34,204,3.88
2014-11-27,direct,(direct),0.0,55,55,0.0
2014-11-28,Affiliate,(organic/referral),25.95,173,346,1.3
2014-11-28,Bing,brand,67.1,61,244,8.05
2014-11-28,Bing,nonbrand,752.4,684,2736,90.29
2014-11-28,Google,brand,317.25,235,1175,38.07
2014-11-28,Google,nonbrand,4729.05,3503,17515,567.49
2014-11-28,Meta,desktop_targeted,348.65,367,2202,41.84
2014-11-28,direct,(direct),0.0,152,152,0.0
2014-11-29,Affiliate,(organic/referral),5.4,36,72,0.27
2014-11-29,Bing,brand,4.4,4,16,0.53
2014-11-29,Bing,nonbrand,30.8,28,112,3.7
2014-11-29,Google,brand,41.85,31,155,5.02
2014-11-29,Google,nonbrand,211.95,157,785,25.43
2014-11-29,Meta,desktop_targeted,11.4,12,72,1.37
2014-11-29,direct,(direct),0.0,37,37,0.0
2014-11-30,Affiliate,(organic/referral),7.2,48,96,0.36
2014-11-30,Bing,brand,11.0,10,40,1.32
2014-11-30,Bing,nonbrand,29.7,27,108,3.56
2014-11-30,Google,brand,36.45,27,135,4.37
2014-11-30,Google,nonbrand,174.15,129,645,20.9
2014-11-30,Meta,desktop_targeted,9.5,10,60,1.14
2014-11-30,direct,(direct),0.0,36,36,0.0
2014-12-01,Affiliate,(organic/referral),30.0,200,400,1.5
2014-12-01,Bing,brand,70.4,64,256,8.45
2014-12-01,Bing,nonbrand,647.9,589,2356,77.75
2014-12-01,Google,brand,324.0,240,1200,38.88
2014-12-01,Google,nonbrand,3993.3,2958,14790,479.2
2014-12-01,Meta,desktop_targeted,314.45,331,1986,37.73
2014-12-01,direct,(direct),0.0,144,144,0.0
2014-12-02,Affiliate,(organic/referral),9.9,66,132,0.5
2014-12-02,Bing,brand,22.0,20,80,2.64
2014-12-02,Bing,nonbrand,70.4,64,256,8.45
2014-12-02,Google,brand,81.0,60,300,9.72
2014-12-02,Google,nonbrand,427.95,317,1585,51.35
2014-12-02,Meta,desktop_targeted,23.75,25,150,2.85
2014-12-02,direct,(direct),0.0,76,76,0.0
2014-12-03,Affiliate,(organic/referral),13.35,89,178,0.67
2014-12-03,Bing,brand,15.4,14,56,1.85
2014-12-03,Bing,nonbrand,80.3,73,292,9.64
2014-12-03,Google,brand,85.05,63,315,10.21
2014-12-03,Google,nonbrand,410.4,304,1520,49.25
2014-12-03,Meta,desktop_targeted,20.9,22,132,2.51
2014-12-03,direct,(direct),0.0,71,71,0.0
2014-12-04,Affiliate,(organic/referral),11.7,78,156,0.58
2014-12-04,Bing,brand,13.2,12,48,1.58
2014-12-04,Bing,nonbrand,66.0,60,240,7.92
2014-12-04,Google,brand,108.0,80,400,12.96
2014-12-04,Google,nonbrand,402.3,298,1490,48.28
2014-12-04,Meta,desktop_targeted,24.7,26,156,2.96
2014-12-04,direct,(direct),0.0,75,75,0.0
2014-12-05,Affiliate,(organic/referral),10.8,72,144,0.54
2014-12-05,Bing,brand,13.2,12,48,1.58
2014-12-05,Bing,nonbrand,75.9,69,276,9.11
2014-12-05,Google,brand,91.8,68,340,11.02
2014-12-05,Google,nonbrand,382.05,283,1415,45.85
2014-12-05,Meta,desktop_targeted,34.2,36,216,4.1
2014-12-05,direct,(direct),0.0,64,64,0.0
2014-12-06,Affiliate,(organic/referral),4.35,29,58,0.22
2014-12-06,Bing,brand,15.4,14,56,1.85
2014-12-06,Bing,nonbrand,27.5,25,100,3.3
2014-12-06,Google,brand,25.65,19,95,3.08
2014-12-06,Google,nonbrand,164.7,122,610,19.76
2014-12-06,Meta,desktop_targeted,6.65,7,42,0.8
2014-12-06,direct,(direct),0.0,37,37,0.0
2014-12-07,Affiliate,(organic/referral),10.05,67,134,0.5
2014-12-07,Bing,brand,11.0,10,40,1.32
2014-12-07,Bing,nonbrand,55.0,50,200,6.6
2014-12-07,Google,brand,63.45,47,235,7.61
2014-12-07,Google,nonbrand,396.9,294,1470,47.63
2014-12-07,Meta,desktop_targeted,32.3,34,204,3.88
2014-12-07,direct,(direct),0.0,51,51,0.0
2014-12-08,Affiliate,(organic/referral),16.05,107,214,0.8
2014-12-08,Bing,brand,17.6,16,64,2.11
2014-12-08,Bing,nonbrand,112.2,102,408,13.46
2014-12-08,Google,brand,141.75,105,525,17.01
2014-12-08,Google,nonbrand,737.1,546,2730,88.45
2014-12-08,Meta,desktop_targeted,54.15,57,342,6.5
2014-12-08,direct,(direct),0.0,110,110,0.0
2014-12-09,Affiliate,(organic/referral),19.8,132,264,0.99
2014-12-09,Bing,brand,23.1,21,84,2.77
2014-12-09,Bing,nonbrand,122.1,111,444,14.65
2014-12-09,Google,brand,149.85,111,555,17.98
2014-12-09,Google,nonbrand,766.8,568,2840,92.02
2014-12-09,Meta,desktop_targeted,72.2,76,456,8.66
2014-12-09,direct,(direct),0.0,105,105,0.0
2014-12-10,Affiliate,(organic/referral),19.65,131,262,0.98
2014-12-10,Bing,brand,29.7,27,108,3.56
2014-12-10,Bing,nonbrand,133.1,121,484,15.97
2014-12-10,Google,brand,124.2,92,460,14.9
2014-12-10,Google,nonbrand,819.45,607,3035,98.33
2014-12-10,Meta,desktop_targeted,66.5,70,420,7.98
2014-12-10,direct,(direct),0.0,118,118,0.0
2014-12-11,Affiliate,(organic/referral),16.95,113,226,0.85
2014-12-11,Bing,brand,31.9,29,116,3.83
2014-12-11,Bing,nonbrand,117.7,107,428,14.12
2014-12-11,Google,brand,85.05,63,315,10.21
2014-12-11,Google,nonbrand,789.75,585,2925,94.77
2014-12-11,Meta,desktop_targeted,50.35,53,318,6.04
2014-12-11,direct,(direct),0.0,121,121,0.0
2014-12-12,Affiliate,(organic/referral),16.95,113,226,0.85
2014-12-12,Bing,brand,22.0,20,80,2.64
2014-12-12,Bing,nonbrand,118.8,108,432,14.26
2014-12-12,Google,brand,117.45,87,435,14.09
2014-12-12,Google,nonbrand,726.3,538,2690,87.16
2014-12-12,Meta,desktop_targeted,57.0,60,360,6.84
2014-12-12,direct,(direct),0.0,98,98,0.0
2014-12-13,Affiliate,(organic/referral),8.1,54,108,0.4
2014-12-13,Bing,brand,12.1,11,44,1.45
2014-12-13,Bing,nonbrand,53.9,49,196,6.47
2014-12-13,Google,brand,58.05,43,215,6.97
2014-12-13,Google,nonbrand,390.15,289,1445,46.82
2014-12-13,Meta,desktop_targeted,37.05,39,234,4.45
2014-12-13,direct,(direct),0.0,65,65,0.0
2014-12-14,Affiliate,(organic/referral),8.4,56,112,0.42
2014-12-14,Bing,brand,13.2,12,48,1.58
2014-12-14,Bing,nonbrand,52.8,48,192,6.34
2014-12-14,Google,brand,55.35,41,205,6.64
2014-12-14,Google,nonbrand,357.75,265,1325,42.93
2014-12-14,Meta,desktop_targeted,35.15,37,222,4.22
2014-12-14,direct,(direct),0.0,64,64,0.0
2014-12-15,Affiliate,(organic/referral),15.75,105,210,0.79
2014-12-15,Bing,brand,26.4,24,96,3.17
2014-12-15,Bing,nonbrand,118.8,108,432,14.26
2014-12-15,Google,brand,105.3,78,390,12.64
2014-12-15,Google,nonbrand,746.55,553,2765,89.59
2014-12-15,Meta,desktop_targeted,68.4,72,432,8.21
2014-12-15,direct,(direct),0.0,100,100,0.0
2014-12-16,Affiliate,(organic/referral),18.0,120,240,0.9
2014-12-16,Bing,brand,23.1,21,84,2.77
2014-12-16,Bing,nonbrand,116.6,106,424,13.99
2014-12-16,Google,brand,101.25,75,375,12.15
2014-12-16,Google,nonbrand,727.65,539,2695,87.32
2014-12-16,Meta,desktop_targeted,69.35,73,438,8.32
2014-12-16,direct,(direct),0.0,120,120,0.0
